0;0.000000
1;0.000000
2;0.000000
3;127.000000
4;127.000000
5;127.000000
6;127.000000
7;127.000000
8;127.000000
9;127.000000
10;127.000000
11;127.000000
12;127.000000
13;127.000000
14;127.000000
15;127.000000
16;127.000000
17;127.000000
18;127.000000
19;127.000000
20;127.000000
21;127.000000
22;127.000000
23;127.000000
24;127.000000
25;127.000000
26;127.000000
27;127.000000
28;127.000000
29;127.000000
30;127.000000
31;127.000000
32;127.000000
33;127.000000
34;127.000000
35;127.000000
36;127.000000
37;82.000000
38;15.000000
39;-22.000000
40;-52.000000
41;-60.000000
42;-75.000000
43;-75.000000
44;-75.000000
45;-67.000000
46;-52.000000
47;-22.000000
48;-7.000000
49;7.000000
50;15.000000
51;15.000000
52;15.000000
53;22.000000
54;22.000000
55;22.000000
56;15.000000
57;7.000000
58;7.000000
59;7.000000
60;7.000000
61;7.000000
62;7.000000
63;7.000000
64;7.000000
65;7.000000
66;7.000000
67;7.000000
68;7.000000
69;7.000000
70;7.000000
71;7.000000
72;7.000000
73;7.000000
74;7.000000
75;7.000000
76;7.000000
77;7.000000
78;7.000000
79;7.000000
80;7.000000
81;7.000000
82;7.000000
83;7.000000
84;7.000000
85;7.000000
86;7.000000
87;7.000000
88;7.000000
89;7.000000
90;7.000000
91;7.000000
92;7.000000
93;7.000000
94;7.000000
95;7.000000
96;7.000000
97;7.000000
98;7.000000
99;7.000000
100;7.000000
101;7.000000
102;7.000000
103;7.000000
104;7.000000
105;7.000000
106;7.000000
107;7.000000
108;7.000000
109;7.000000
110;7.000000
111;7.000000
112;7.000000
113;7.000000
114;7.000000
115;7.000000
116;7.000000
117;7.000000
118;7.000000
119;7.000000
120;7.000000
121;7.000000
122;7.000000
123;7.000000
124;7.000000
125;7.000000
126;7.000000
127;7.000000
128;7.000000
129;7.000000
130;7.000000
131;7.000000
132;7.000000
133;7.000000
134;7.000000
135;7.000000
136;7.000000
137;7.000000
138;7.000000
139;7.000000
140;7.000000
141;7.000000
142;7.000000
143;7.000000
144;7.000000
145;7.000000
146;7.000000
147;7.000000
148;7.000000
149;7.000000
150;7.000000
151;7.000000
152;7.000000
153;7.000000
154;7.000000
155;7.000000
156;7.000000
157;7.000000
158;7.000000
159;7.000000
160;7.000000
161;7.000000
162;7.000000
163;7.000000
164;7.000000
165;7.000000
166;7.000000
167;7.000000
168;7.000000
169;7.000000
170;7.000000
171;7.000000
172;7.000000
173;7.000000
174;7.000000
175;7.000000
176;7.000000
177;7.000000
178;7.000000
179;7.000000
180;7.000000
181;7.000000
182;7.000000
183;7.000000
184;7.000000
185;7.000000
186;7.000000
187;7.000000
188;7.000000
189;7.000000
190;7.000000
191;7.000000
192;7.000000
193;7.000000
194;7.000000
195;7.000000
196;7.000000
197;7.000000
198;7.000000
199;7.000000
200;7.000000
201;7.000000
202;7.000000
203;7.000000
204;7.000000
205;7.000000
206;7.000000
207;7.000000
208;7.000000
209;7.000000
210;7.000000
211;7.000000
212;7.000000
213;7.000000
214;7.000000
215;7.000000
216;7.000000
217;7.000000
218;7.000000
219;7.000000
220;7.000000
221;7.000000
222;7.000000
223;7.000000
224;7.000000
225;7.000000
226;7.000000
227;7.000000
228;7.000000
229;7.000000
230;7.000000
231;7.000000
232;7.000000
233;7.000000
234;7.000000
235;7.000000
236;7.000000
237;7.000000
238;7.000000
239;7.000000
240;7.000000
241;7.000000
242;7.000000
243;7.000000
244;7.000000
245;7.000000
246;7.000000
247;7.000000
248;7.000000
249;7.000000
250;7.000000
251;7.000000
252;7.000000
253;7.000000
254;7.000000
255;7.000000
256;7.000000
257;7.000000
258;7.000000
259;7.000000
260;7.000000
261;7.000000
262;7.000000
263;7.000000
264;7.000000
265;7.000000
266;7.000000
267;7.000000
268;7.000000
269;7.000000
270;7.000000
271;7.000000
272;7.000000
273;7.000000
274;7.000000
275;7.000000
276;7.000000
277;7.000000
278;7.000000
279;7.000000
280;7.000000
281;7.000000
282;7.000000
283;7.000000
284;7.000000
285;7.000000
286;7.000000
287;7.000000
288;7.000000
289;7.000000
290;7.000000
291;7.000000
292;7.000000
293;7.000000
294;7.000000
295;7.000000
296;7.000000
297;7.000000
298;7.000000
